Date,Fixture,Season,Market,Selection,MatchRating,Fair Odds,Available Odds,Value Rating,Result,P/L
2022-04-30,Millwall vs Peterboro,2021_22,Away,Peterboro,5,3.8947,6.76,✅ Excellent,loss,-1.0
2022-04-30,Blackburn vs Bournemouth,2021_22,Home,Blackburn,-1,2.1034,2.88,✅ Good,loss,-1.0
2022-04-30,Bristol City vs Hull,2021_22,Home,Bristol City,1,2.1961,2.21,✅ Fair,win,1.21
2022-04-30,Barnsley vs Preston,2021_22,Home,Barnsley,-3,3.0714,3.25,✅ Fair,loss,-1.0
2022-04-30,Cardiff vs Birmingham,2021_22,Draw,Draw,0,3.2973,3.42,✅ Fair,win,2.42
2022-04-30,Blackpool vs Derby,2021_22,Home,Blackpool,7,1.7692,1.88,✅ Fair,loss,-1.0
2022-04-30,Blackpool vs Derby,2021_22,Draw,Draw,7,3.5385,3.62,✅ Fair,loss,-1.0
2022-05-02,Fulham vs Luton,2021_22,Draw,Draw,0,3.2973,4.21,✅ Good,loss,-1.0
2022-05-02,Fulham vs Luton,2021_22,Away,Luton,0,3.5882,6.04,✅ Excellent,loss,-1.0
2022-05-03,Bournemouth vs Nott'm Forest,2021_22,Away,Nott'm Forest,-5,2.9286,3.24,✅ Fair,loss,-1.0
2022-05-07,Stoke vs Coventry,2021_22,Home,Stoke,2,2.22,2.39,✅ Fair,loss,-1.0
2022-05-07,Preston vs Middlesbrough,2021_22,Home,Preston,-3,3.0714,4.87,✅ Excellent,win,3.87
2022-05-07,Preston vs Middlesbrough,2021_22,Draw,Draw,-3,3.5833,4.09,✅ Fair,loss,-1.0
2022-05-07,West Brom vs Barnsley,2021_22,Draw,Draw,8,3.0,4.96,✅ Excellent,loss,-1.0
2022-05-07,West Brom vs Barnsley,2021_22,Away,Barnsley,8,5.5714,7.96,✅ Good,loss,-1.0
2022-05-07,Swansea vs QPR,2021_22,Draw,Draw,1,3.6129,3.7,✅ Fair,loss,-1.0
2022-05-07,Peterboro vs Blackpool,2021_22,Home,Peterboro,-5,2.7333,3.21,✅ Good,win,2.21
2022-05-07,Peterboro vs Blackpool,2021_22,Draw,Draw,-5,3.4167,3.8,✅ Fair,loss,-1.0
2022-05-07,Sheffield United vs Fulham,2021_22,Draw,Draw,-3,3.5833,3.6,✅ Fair,loss,-1.0
2022-05-07,Sheffield United vs Fulham,2021_22,Away,Fulham,-3,2.5294,3.52,✅ Good,loss,-1.0
2022-05-07,Derby vs Cardiff,2021_22,Draw,Draw,4,3.1667,3.5,✅ Fair,loss,-1.0
2022-05-07,Luton vs Reading,2021_22,Draw,Draw,-4,4.3889,4.47,✅ Fair,loss,-1.0
2022-05-07,Luton vs Reading,2021_22,Away,Reading,-4,3.2917,6.72,✅ Excellent,loss,-1.0
2022-05-07,Bournemouth vs Millwall,2021_22,Draw,Draw,1,3.6129,3.72,✅ Fair,loss,-1.0
2022-05-07,Bournemouth vs Millwall,2021_22,Away,Millwall,1,3.7333,3.76,✅ Fair,loss,-1.0
2022-05-07,Huddersfield vs Bristol City,2021_22,Draw,Draw,0,3.2973,3.74,✅ Fair,loss,-1.0
2022-05-07,Huddersfield vs Bristol City,2021_22,Away,Bristol City,0,3.5882,3.79,✅ Fair,loss,-1.0
2022-07-29,Huddersfield vs Burnley,2022_23,Home,Huddersfield,8,1.8,2.95,✅ Excellent,loss,-1.0
2022-07-30,Blackburn vs QPR,2022_23,Home,Blackburn,1,1.963,2.05,✅ Fair,win,1.05
2022-07-30,Blackpool vs Reading,2022_23,Draw,Draw,4,3.1739,3.49,✅ Fair,loss,-1.0
2022-07-30,Blackpool vs Reading,2022_23,Away,Reading,4,3.0417,3.8,✅ Good,loss,-1.0
2022-07-30,Cardiff vs Norwich,2022_23,Draw,Draw,-7,3.1765,3.32,✅ Fair,loss,-1.0
2022-07-30,Hull vs Bristol City,2022_23,Draw,Draw,-7,3.1765,3.36,✅ Fair,loss,-1.0
2022-07-30,Hull vs Bristol City,2022_23,Away,Bristol City,-7,2.7,2.95,✅ Fair,loss,-1.0
2022-07-30,Luton vs Birmingham,2022_23,Draw,Draw,4,3.1739,3.55,✅ Fair,win,2.55
2022-07-30,Luton vs Birmingham,2022_23,Away,Birmingham,4,3.0417,4.3,✅ Good,loss,-1.0
2022-07-30,Millwall vs Stoke,2022_23,Home,Millwall,5,1.8485,2.32,✅ Good,win,1.32
2022-07-30,Rotherham vs Swansea,2022_23,Home,Rotherham,2,2.4222,2.62,✅ Fair,loss,-1.0
2022-07-30,Wigan vs Preston,2022_23,Away,Preston,6,2.7586,2.99,✅ Fair,loss,-1.0
2022-07-30,Middlesbrough vs West Brom,2022_23,Home,Middlesbrough,-1,2.1429,2.23,✅ Fair,loss,-1.0
2022-07-30,Middlesbrough vs West Brom,2022_23,Draw,Draw,-1,3.3333,3.35,✅ Fair,win,2.35
2022-07-31,Sunderland vs Coventry,2022_23,Home,Sunderland,0,2.2692,2.69,✅ Good,loss,-1.0
2022-07-31,Sunderland vs Coventry,2022_23,Draw,Draw,0,3.2778,3.34,✅ Fair,win,2.34
2022-08-01,Watford vs Sheffield United,2022_23,Away,Sheffield United,-3,2.2308,3.21,✅ Excellent,loss,-1.0
2022-08-05,Birmingham vs Huddersfield,2022_23,Away,Huddersfield,-13,1.3333,3.16,✅ Excellent,loss,-1.0
2022-08-06,QPR vs Middlesbrough,2022_23,Home,QPR,-1,2.1429,3.0,✅ Good,win,2.0
2022-08-06,Swansea vs Blackburn,2022_23,Away,Blackburn,-5,2.7333,3.08,✅ Fair,win,2.08
2022-08-06,Reading vs Cardiff,2022_23,Away,Cardiff,-3,2.2308,2.91,✅ Good,loss,-1.0
2022-08-06,Bristol City vs Sunderland,2022_23,Home,Bristol City,5,1.8485,2.46,✅ Good,loss,-1.0
2022-08-06,Stoke vs Blackpool,2022_23,Away,Blackpool,-4,2.8846,3.71,✅ Good,loss,-1.0
2022-08-06,Burnley vs Luton,2022_23,Away,Luton,5,4.3571,4.56,✅ Fair,loss,-1.0
2022-08-06,Norwich vs Wigan,2022_23,Away,Wigan,-8,2.3462,5.1,✅ Excellent,loss,-1.0
2022-08-06,Preston vs Hull,2022_23,Draw,Draw,0,3.2778,3.42,✅ Fair,win,2.42
2022-08-06,Preston vs Hull,2022_23,Away,Hull,0,3.9333,3.97,✅ Fair,loss,-1.0
2022-08-06,Sheffield United vs Millwall,2022_23,Draw,Draw,0,3.2778,3.43,✅ Fair,loss,-1.0
2022-08-06,Sheffield United vs Millwall,2022_23,Away,Millwall,0,3.9333,4.54,✅ Fair,loss,-1.0
2022-08-08,West Brom vs Watford,2022_23,Home,West Brom,0,2.2692,2.39,✅ Fair,loss,-1.0
2022-08-12,Watford vs Burnley,2022_23,Away,Burnley,2,3.0278,3.14,✅ Fair,loss,-1.0
2022-08-13,Sunderland vs QPR,2022_23,Away,QPR,2,3.0278,3.47,✅ Fair,loss,-1.0
2022-08-13,Cardiff vs Birmingham,2022_23,Home,Cardiff,3,1.8936,2.29,✅ Good,win,1.29
2022-08-13,Wigan vs Bristol City,2022_23,Home,Wigan,5,1.8485,2.23,✅ Good,loss,-1.0
2022-08-13,Millwall vs Coventry,2022_23,Home,Millwall,5,1.8485,2.45,✅ Good,win,1.45
2022-08-13,Huddersfield vs Stoke,2022_23,Draw,Draw,4,3.1739,3.19,✅ Fair,loss,-1.0
2022-08-13,Hull vs Norwich,2022_23,Home,Hull,-5,2.6452,3.58,✅ Good,win,2.58
2022-08-13,Luton vs Preston,2022_23,Home,Luton,-4,2.2727,2.31,✅ Fair,loss,-1.0
2022-08-13,Luton vs Preston,2022_23,Away,Preston,-4,2.8846,3.14,✅ Fair,win,2.14
2022-08-13,Rotherham vs Reading,2022_23,Home,Rotherham,3,1.8936,2.14,✅ Good,win,1.14
2022-08-14,Middlesbrough vs Sheffield United,2022_23,Home,Middlesbrough,-8,2.3462,2.51,✅ Fair,loss,-1.0
2022-08-14,Middlesbrough vs Sheffield United,2022_23,Away,Sheffield United,-8,2.3462,2.87,✅ Good,loss,-1.0
2022-08-14,Blackburn vs West Brom,2022_23,Home,Blackburn,3,1.8936,2.75,✅ Excellent,win,1.75
2022-08-16,Birmingham vs Watford,2022_23,Home,Birmingham,-4,2.2727,3.63,✅ Excellent,loss,-1.0
2022-08-16,Bristol City vs Luton,2022_23,Home,Bristol City,10,2.4615,2.68,✅ Fair,win,1.68
2022-08-16,Bristol City vs Luton,2022_23,Draw,Draw,10,3.2,3.34,✅ Fair,loss,-1.0
2022-08-16,Burnley vs Hull,2022_23,Draw,Draw,0,3.2778,4.04,✅ Good,win,3.04
2022-08-16,Burnley vs Hull,2022_23,Away,Hull,0,3.9333,6.47,✅ Excellent,loss,-1.0
2022-08-16,Norwich vs Huddersfield,2022_23,Draw,Draw,-1,3.3333,3.97,✅ Good,loss,-1.0
2022-08-16,Norwich vs Huddersfield,2022_23,Away,Huddersfield,-1,4.2857,5.86,✅ Good,loss,-1.0
2022-08-16,Preston vs Rotherham,2022_23,Draw,Draw,0,3.2778,3.34,✅ Fair,win,2.34
2022-08-16,Preston vs Rotherham,2022_23,Away,Rotherham,0,3.9333,4.08,✅ Fair,loss,-1.0
2022-08-16,Swansea vs Millwall,2022_23,Away,Millwall,-10,2.7143,3.03,✅ Fair,loss,-1.0
2022-08-16,QPR vs Blackpool,2022_23,Home,QPR,5,1.8485,1.98,✅ Fair,loss,-1.0
2022-08-17,West Brom vs Cardiff,2022_23,Draw,Draw,4,3.1739,3.85,✅ Good,win,2.85
2022-08-17,West Brom vs Cardiff,2022_23,Away,Cardiff,4,3.0417,5.34,✅ Excellent,loss,-1.0
2022-08-17,Reading vs Blackburn,2022_23,Home,Reading,-15,3.0,3.17,✅ Fair,win,2.17
2022-08-17,Reading vs Blackburn,2022_23,Away,Blackburn,-15,2.25,2.29,✅ Fair,loss,-1.0
2022-08-17,Stoke vs Middlesbrough,2022_23,Away,Middlesbrough,-3,2.2308,2.75,✅ Good,loss,-1.0
2022-08-19,Norwich vs Millwall,2022_23,Draw,Draw,-1,3.3333,3.36,✅ Fair,loss,-1.0
2022-08-20,Sheffield United vs Blackburn,2022_23,Away,Blackburn,8,4.5,4.67,✅ Fair,loss,-1.0
2022-08-20,Stoke vs Sunderland,2022_23,Away,Sunderland,-4,2.8846,3.51,✅ Good,win,2.51
2022-08-20,Swansea vs Luton,2022_23,Home,Swansea,2,2.4222,2.45,✅ Fair,loss,-1.0
2022-08-20,Birmingham vs Wigan,2022_23,Home,Birmingham,-9,2.381,2.59,✅ Fair,loss,-1.0
2022-08-20,Birmingham vs Wigan,2022_23,Away,Wigan,-9,2.5,2.85,✅ Fair,win,1.85
2022-08-20,Burnley vs Blackpool,2022_23,Away,Blackpool,8,4.5,6.14,✅ Good,loss,-1.0
2022-08-20,QPR vs Rotherham,2022_23,Away,Rotherham,-6,2.4783,3.6,✅ Excellent,loss,-1.0
2022-08-20,Reading vs Middlesbrough,2022_23,Home,Reading,-1,2.1429,3.35,✅ Excellent,win,2.35
2022-08-20,Reading vs Middlesbrough,2022_23,Draw,Draw,-1,3.3333,3.44,✅ Fair,loss,-1.0
2022-08-20,West Brom vs Hull,2022_23,Draw,Draw,7,3.75,4.09,✅ Fair,loss,-1.0
2022-08-20,West Brom vs Hull,2022_23,Away,Hull,7,5.625,6.4,✅ Fair,loss,-1.0
2022-08-21,Bristol City vs Cardiff,2022_23,Home,Bristol City,1,1.963,2.25,✅ Good,win,1.25
2022-08-26,Luton vs Sheffield United,2022_23,Home,Luton,-9,2.381,3.18,✅ Good,loss,-1.0
2022-08-27,Sunderland vs Norwich,2022_23,Home,Sunderland,0,2.2692,3.11,✅ Good,loss,-1.0
2022-08-27,Sunderland vs Norwich,2022_23,Draw,Draw,0,3.2778,3.36,✅ Fair,loss,-1.0
2022-08-27,Blackburn vs Stoke,2022_23,Home,Blackburn,3,1.8936,2.51,✅ Good,loss,-1.0
2022-08-27,Blackpool vs Bristol City,2022_23,Away,Bristol City,-6,2.4783,3.27,✅ Good,loss,-1.0
2022-08-27,Cardiff vs Preston,2022_23,Home,Cardiff,-4,2.2727,2.76,✅ Good,loss,-1.0
2022-08-27,Huddersfield vs West Brom,2022_23,Home,Huddersfield,-4,2.2727,3.95,✅ Excellent,loss,-1.0
2022-08-27,Hull vs Coventry,2022_23,Home,Hull,4,2.8077,3.01,✅ Fair,win,2.01
2022-08-27,Hull vs Coventry,2022_23,Draw,Draw,4,3.1739,3.35,✅ Fair,loss,-1.0
2022-08-27,Middlesbrough vs Swansea,2022_23,Draw,Draw,0,3.2778,3.69,✅ Fair,loss,-1.0
2022-08-27,Middlesbrough vs Swansea,2022_23,Away,Swansea,0,3.9333,4.62,✅ Fair,loss,-1.0
2022-08-27,Millwall vs Reading,2022_23,Draw,Draw,-1,3.3333,3.45,✅ Fair,loss,-1.0
2022-08-27,Millwall vs Reading,2022_23,Away,Reading,-1,4.2857,4.39,✅ Fair,win,3.39
2022-08-27,Rotherham vs Birmingham,2022_23,Away,Birmingham,6,2.7586,3.86,✅ Good,loss,-1.0
2022-08-27,Watford vs QPR,2022_23,Draw,Draw,4,3.1739,3.42,✅ Fair,loss,-1.0
2022-08-27,Watford vs QPR,2022_23,Away,QPR,4,3.0417,4.12,✅ Good,win,3.12
2022-08-27,Wigan vs Burnley,2022_23,Home,Wigan,1,1.963,3.14,✅ Excellent,loss,-1.0
2022-08-30,Burnley vs Millwall,2022_23,Away,Millwall,6,2.7586,4.38,✅ Excellent,loss,-1.0
2022-08-30,Watford vs Middlesbrough,2022_23,Home,Watford,2,2.4222,2.51,✅ Fair,win,1.51
2022-08-30,Sheffield United vs Reading,2022_23,Draw,Draw,4,3.1739,4.17,✅ Good,loss,-1.0
2022-08-30,Sheffield United vs Reading,2022_23,Away,Reading,4,3.0417,6.04,✅ Excellent,loss,-1.0
2022-08-30,Birmingham vs Norwich,2022_23,Home,Birmingham,-5,2.6452,4.37,✅ Excellent,loss,-1.0
2022-08-30,Cardiff vs Luton,2022_23,Home,Cardiff,0,2.2692,2.61,✅ Good,loss,-1.0
2022-08-30,QPR vs Hull,2022_23,Draw,Draw,0,3.2778,3.69,✅ Fair,loss,-1.0
2022-08-30,QPR vs Hull,2022_23,Away,Hull,0,3.9333,4.35,✅ Fair,loss,-1.0
2022-08-30,Wigan vs West Brom,2022_23,Home,Wigan,-5,2.6452,3.83,✅ Good,loss,-1.0
2022-08-31,Bristol City vs Huddersfield,2022_23,Away,Huddersfield,1,3.9259,4.14,✅ Fair,loss,-1.0
2022-08-31,Coventry vs Preston,2022_23,Away,Preston,-4,2.8846,3.31,✅ Fair,win,2.31
2022-08-31,Stoke vs Swansea,2022_23,Home,Stoke,3,1.8936,2.06,✅ Fair,loss,-1.0
2022-08-31,Sunderland vs Rotherham,2022_23,Away,Rotherham,-6,2.4783,3.54,✅ Good,loss,-1.0
2022-08-31,Blackpool vs Blackburn,2022_23,Home,Blackpool,1,1.963,2.44,✅ Good,loss,-1.0
2022-09-02,West Brom vs Burnley,2022_23,Away,Burnley,-3,2.2308,3.44,✅ Excellent,loss,-1.0
2022-09-03,Swansea vs QPR,2022_23,Home,Swansea,-8,2.3462,2.41,✅ Fair,win,1.41
2022-09-03,Swansea vs QPR,2022_23,Away,QPR,-8,2.3462,2.96,✅ Good,loss,-1.0
2022-09-03,Rotherham vs Watford,2022_23,Home,Rotherham,2,2.4222,3.3,✅ Good,loss,-1.0
2022-09-03,Millwall vs Cardiff,2022_23,Away,Cardiff,-3,2.2308,3.81,✅ Excellent,loss,-1.0
2022-09-03,Norwich vs Coventry,2022_23,Away,Coventry,8,4.5,4.59,✅ Fair,loss,-1.0
2022-09-03,Preston vs Birmingham,2022_23,Away,Birmingham,6,2.7586,5.65,✅ Excellent,win,4.65
2022-09-03,Blackburn vs Bristol City,2022_23,Draw,Draw,-7,3.1765,3.42,✅ Fair,loss,-1.0
2022-09-03,Blackburn vs Bristol City,2022_23,Away,Bristol City,-7,2.7,3.41,✅ Good,win,2.41
2022-09-03,Luton vs Wigan,2022_23,Home,Luton,3,1.8936,2.12,✅ Good,loss,-1.0
2022-09-04,Reading vs Stoke,2022_23,Home,Reading,-2,2.7692,3.0,✅ Fair,win,2.0
2022-09-04,Huddersfield vs Blackpool,2022_23,Home,Huddersfield,0,2.2692,2.5,✅ Fair,loss,-1.0
2022-09-04,Huddersfield vs Blackpool,2022_23,Draw,Draw,0,3.2778,3.31,✅ Fair,loss,-1.0
2022-09-04,Hull vs Sheffield United,2022_23,Away,Sheffield United,-13,1.3333,1.91,✅ Excellent,win,0.91
2022-09-05,Middlesbrough vs Sunderland,2022_23,Away,Sunderland,-5,2.7333,4.59,✅ Excellent,loss,-1.0
2022-09-13,Swansea vs Sheffield United,2022_23,Draw,Draw,-11,2.8571,3.4,✅ Good,loss,-1.0
2022-09-13,Middlesbrough vs Cardiff,2022_23,Draw,Draw,4,3.1739,3.6,✅ Fair,loss,-1.0
2022-09-13,Middlesbrough vs Cardiff,2022_23,Away,Cardiff,4,3.0417,5.26,✅ Excellent,win,4.26
2022-09-13,Preston vs Burnley,2022_23,Home,Preston,-4,2.2727,3.1,✅ Good,loss,-1.0
2022-09-13,Huddersfield vs Wigan,2022_23,Home,Huddersfield,-1,2.1429,2.63,✅ Good,loss,-1.0
2022-09-13,Hull vs Stoke,2022_23,Home,Hull,-2,2.7692,2.79,✅ Fair,loss,-1.0
2022-09-13,Hull vs Stoke,2022_23,Away,Stoke,-2,2.5714,2.6,✅ Fair,win,1.6
2022-09-13,Blackburn vs Watford,2022_23,Draw,Draw,-7,3.1765,3.23,✅ Fair,loss,-1.0
2022-09-14,Luton vs Coventry,2022_23,Home,Luton,5,1.8485,2.12,✅ Good,loss,-1.0
2022-09-14,Millwall vs QPR,2022_23,Away,QPR,-3,2.2308,3.2,✅ Excellent,win,2.2
2022-09-14,Norwich vs Bristol City,2022_23,Draw,Draw,0,3.2778,3.99,✅ Good,loss,-1.0
2022-09-14,Norwich vs Bristol City,2022_23,Away,Bristol City,0,3.9333,4.92,✅ Good,loss,-1.0
2022-09-14,Rotherham vs Blackpool,2022_23,Home,Rotherham,3,1.8936,2.29,✅ Good,win,1.29
2022-09-14,Reading vs Sunderland,2022_23,Away,Sunderland,-3,2.2308,2.72,✅ Good,win,1.72
2022-09-14,West Brom vs Birmingham,2022_23,Draw,Draw,6,4.2105,4.44,✅ Fair,loss,-1.0
2022-09-14,West Brom vs Birmingham,2022_23,Away,Birmingham,6,2.7586,7.49,✅ Excellent,win,6.49
2022-09-17,Middlesbrough vs Rotherham,2022_23,Away,Rotherham,-3,2.2308,5.42,✅ Excellent,loss,-1.0
2022-09-17,QPR vs Stoke,2022_23,Home,QPR,1,1.963,2.35,✅ Good,loss,-1.0
2022-09-17,Wigan vs Reading,2022_23,Draw,Draw,0,3.2778,3.38,✅ Fair,loss,-1.0
2022-09-17,Watford vs Sunderland,2022_23,Away,Sunderland,-6,2.4783,3.72,✅ Excellent,loss,-1.0
2022-09-17,Norwich vs West Brom,2022_23,Home,Norwich,7,1.8,2.17,✅ Good,loss,-1.0
2022-09-17,Preston vs Sheffield United,2022_23,Draw,Draw,-11,2.8571,3.26,✅ Fair,loss,-1.0
2022-09-17,Luton vs Blackburn,2022_23,Home,Luton,5,1.8485,2.25,✅ Good,win,1.25
2022-09-17,Swansea vs Hull,2022_23,Away,Hull,6,2.7586,4.34,✅ Excellent,loss,-1.0
2022-09-17,Huddersfield vs Cardiff,2022_23,Home,Huddersfield,1,1.963,2.66,✅ Good,win,1.66
2022-09-17,Millwall vs Blackpool,2022_23,Away,Blackpool,-3,2.2308,3.84,✅ Excellent,loss,-1.0
2022-09-17,Birmingham vs Coventry,2022_23,Home,Birmingham,4,2.8077,2.85,✅ Fair,loss,-1.0
2022-09-17,Birmingham vs Coventry,2022_23,Draw,Draw,4,3.1739,3.27,✅ Fair,win,2.27
2022-09-17,Burnley vs Bristol City,2022_23,Draw,Draw,0,3.2778,4.01,✅ Good,loss,-1.0
2022-09-17,Burnley vs Bristol City,2022_23,Away,Bristol City,0,3.9333,4.85,✅ Good,loss,-1.0
2022-10-01,Sheffield United vs Birmingham,2022_23,Draw,Draw,14,3.3333,4.56,✅ Good,win,3.56
2022-10-01,Sheffield United vs Birmingham,2022_23,Away,Birmingham,14,5.0,7.21,✅ Good,loss,-1.0
2022-10-01,West Brom vs Swansea,2022_23,Away,Swansea,2,3.0278,4.67,✅ Excellent,win,3.67
2022-10-01,Rotherham vs Wigan,2022_23,Draw,Draw,4,3.1739,3.25,✅ Fair,loss,-1.0
2022-10-01,Rotherham vs Wigan,2022_23,Away,Wigan,4,3.0417,3.17,✅ Fair,win,2.17
2022-10-01,Reading vs Huddersfield,2022_23,Home,Reading,1,1.963,2.19,✅ Fair,win,1.19
2022-10-01,Sunderland vs Preston,2022_23,Home,Sunderland,7,1.8,2.31,✅ Good,loss,-1.0
2022-10-01,Cardiff vs Burnley,2022_23,Away,Burnley,-12,2.0,2.4,✅ Good,loss,-1.0
2022-10-01,Bristol City vs QPR,2022_23,Home,Bristol City,-1,2.1429,2.28,✅ Fair,loss,-1.0
2022-10-01,Bristol City vs QPR,2022_23,Draw,Draw,-1,3.3333,3.44,✅ Fair,loss,-1.0
2022-10-01,Coventry vs Middlesbrough,2022_23,Home,Coventry,-5,2.6452,2.92,✅ Fair,win,1.92
2022-10-01,Blackpool vs Norwich,2022_23,Draw,Draw,-12,3.6,3.61,✅ Fair,loss,-1.0
2022-10-02,Stoke vs Watford,2022_23,Draw,Draw,4,3.1739,3.25,✅ Fair,loss,-1.0
2022-10-04,Cardiff vs Blackburn,2022_23,Away,Blackburn,-3,2.2308,3.14,✅ Good,loss,-1.0
2022-10-04,Reading vs Norwich,2022_23,Home,Reading,-9,2.381,4.11,✅ Excellent,loss,-1.0
2022-10-04,Sunderland vs Blackpool,2022_23,Draw,Draw,9,2.8571,3.54,✅ Good,win,2.54
2022-10-04,Sheffield United vs QPR,2022_23,Draw,Draw,4,3.1739,3.78,✅ Good,loss,-1.0
2022-10-04,Sheffield United vs QPR,2022_23,Away,QPR,4,3.0417,4.86,✅ Excellent,win,3.86
2022-10-04,Luton vs Huddersfield,2022_23,Draw,Draw,9,2.8571,3.51,✅ Good,win,2.51
2022-10-04,Bristol City vs Coventry,2022_23,Draw,Draw,4,3.1739,3.63,✅ Fair,win,2.63
2022-10-04,Bristol City vs Coventry,2022_23,Away,Coventry,4,3.0417,3.45,✅ Fair,loss,-1.0
2022-10-05,Middlesbrough vs Birmingham,2022_23,Draw,Draw,0,3.2778,3.77,✅ Fair,loss,-1.0
2022-10-05,Middlesbrough vs Birmingham,2022_23,Away,Birmingham,0,3.9333,5.52,✅ Good,loss,-1.0
2022-10-05,Rotherham vs Millwall,2022_23,Home,Rotherham,3,1.8936,2.65,✅ Excellent,loss,-1.0
2022-10-05,Watford vs Swansea,2022_23,Draw,Draw,-1,3.3333,3.53,✅ Fair,loss,-1.0
2022-10-05,Burnley vs Stoke,2022_23,Away,Stoke,8,4.5,4.75,✅ Fair,loss,-1.0
2022-10-05,Preston vs West Brom,2022_23,Home,Preston,0,2.2692,3.07,✅ Good,win,2.07
2022-10-07,QPR vs Reading,2022_23,Home,QPR,8,1.8,1.98,✅ Fair,win,0.98
2022-10-08,West Brom vs Luton,2022_23,Draw,Draw,-7,3.1765,3.54,✅ Fair,win,2.54
2022-10-08,West Brom vs Luton,2022_23,Away,Luton,-7,2.7,3.85,✅ Good,loss,-1.0
2022-10-08,Swansea vs Sunderland,2022_23,Draw,Draw,0,3.2778,3.36,✅ Fair,loss,-1.0
2022-10-08,Stoke vs Sheffield United,2022_23,Home,Stoke,-10,2.7143,2.98,✅ Fair,win,1.98
2022-10-08,Millwall vs Middlesbrough,2022_23,Home,Millwall,-1,2.1429,2.69,✅ Good,win,1.69
2022-10-08,Blackpool vs Watford,2022_23,Home,Blackpool,-7,3.1765,3.24,✅ Fair,win,2.24
2022-10-08,Blackpool vs Watford,2022_23,Draw,Draw,-7,3.1765,3.32,✅ Fair,loss,-1.0
2022-10-08,Blackburn vs Rotherham,2022_23,Away,Rotherham,2,3.0278,4.03,✅ Good,loss,-1.0
2022-10-08,Birmingham vs Bristol City,2022_23,Home,Birmingham,0,2.2692,2.67,✅ Good,win,1.67
2022-10-08,Birmingham vs Bristol City,2022_23,Draw,Draw,0,3.2778,3.34,✅ Fair,loss,-1.0
2022-10-08,Coventry vs Burnley,2022_23,Home,Coventry,-6,3.0,3.01,✅ Fair,loss,-1.0
2022-10-09,Huddersfield vs Hull,2022_23,Away,Hull,6,2.7586,3.08,✅ Fair,loss,-1.0
2022-10-11,Wigan vs Blackburn,2022_23,Home,Wigan,-2,2.7692,2.84,✅ Fair,win,1.84
2022-10-11,Wigan vs Blackburn,2022_23,Away,Blackburn,-2,2.5714,2.63,✅ Fair,loss,-1.0
2022-10-12,Bristol City vs Preston,2022_23,Home,Bristol City,-4,2.2727,2.42,✅ Fair,win,1.42
2022-10-12,Bristol City vs Preston,2022_23,Away,Preston,-4,2.8846,3.03,✅ Fair,loss,-1.0
2022-10-15,Burnley vs Swansea,2022_23,Away,Swansea,-4,2.8846,4.47,✅ Excellent,loss,-1.0
2022-10-15,Watford vs Norwich,2022_23,Home,Watford,-5,2.6452,2.74,✅ Fair,win,1.74
2022-10-15,Sunderland vs Wigan,2022_23,Home,Sunderland,1,1.963,2.15,✅ Fair,win,1.15
2022-10-15,Sheffield United vs Blackpool,2022_23,Draw,Draw,4,3.1739,4.08,✅ Good,win,3.08
2022-10-15,Sheffield United vs Blackpool,2022_23,Away,Blackpool,4,3.0417,6.13,✅ Excellent,loss,-1.0
2022-10-15,Preston vs Stoke,2022_23,Home,Preston,-1,2.1429,2.38,✅ Fair,loss,-1.0
2022-10-15,Bristol City vs Millwall,2022_23,Draw,Draw,-7,3.1765,3.22,✅ Fair,loss,-1.0
2022-10-15,Bristol City vs Millwall,2022_23,Away,Millwall,-7,2.7,2.93,✅ Fair,win,1.93
2022-10-15,Cardiff vs Coventry,2022_23,Draw,Draw,4,3.1739,3.31,✅ Fair,loss,-1.0
2022-10-15,Cardiff vs Coventry,2022_23,Away,Coventry,4,3.0417,3.32,✅ Fair,win,2.32
2022-10-15,Rotherham vs Huddersfield,2022_23,Home,Rotherham,-1,2.1429,2.16,✅ Fair,win,1.16
2022-10-15,Luton vs QPR,2022_23,Draw,Draw,-1,3.3333,3.37,✅ Fair,loss,-1.0
2022-10-15,Middlesbrough vs Blackburn,2022_23,Away,Blackburn,-4,2.8846,3.8,✅ Good,win,2.8
2022-10-15,Reading vs West Brom,2022_23,Home,Reading,3,1.8936,3.41,✅ Excellent,loss,-1.0
2022-10-16,Hull vs Birmingham,2022_23,Away,Birmingham,-15,2.25,2.79,✅ Good,win,1.79
2022-10-18,Stoke vs Rotherham,2022_23,Draw,Draw,4,3.1739,3.55,✅ Fair,loss,-1.0
2022-10-18,Stoke vs Rotherham,2022_23,Away,Rotherham,4,3.0417,4.08,✅ Good,win,3.08
2022-10-18,Blackburn vs Sunderland,2022_23,Away,Sunderland,-2,2.5714,3.32,✅ Good,loss,-1.0
2022-10-18,West Brom vs Bristol City,2022_23,Draw,Draw,4,3.1739,3.88,✅ Good,loss,-1.0
2022-10-18,West Brom vs Bristol City,2022_23,Away,Bristol City,4,3.0417,4.74,✅ Excellent,win,3.74
2022-10-18,Norwich vs Luton,2022_23,Away,Luton,-6,2.4783,4.09,✅ Excellent,win,3.09
2022-10-18,Huddersfield vs Preston,2022_23,Home,Huddersfield,2,2.4222,2.67,✅ Fair,loss,-1.0
2022-10-18,Swansea vs Reading,2022_23,Draw,Draw,4,3.1739,3.38,✅ Fair,loss,-1.0
